dataset,arm,mode,fold,a,b,exploratory
oral_diseases,A3,full,11,"[0.33608001470565796, 0.34571999311447144, 0.37356001138687134, 0.31766998767852783, 0.41999000310897827, 0.30612999200820923, 0.35903000831604004]","[0.17357000708580017, -0.417279988527298, 0.014560000039637089, 0.13651999831199646, -0.34869998693466187, 0.2301499992609024, 0.2111700028181076]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,11,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3850499987602234, -0.5945900082588196, 0.28714001178741455, -0.40595000982284546, 0.20272000133991241, -0.23056000471115112, 0.3561899960041046]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,11,"[0.3479500114917755, 0.32027000188827515, 0.37112000584602356, 0.32938000559806824, 0.3796299993991852, 0.330020010471344, 0.37867000699043274]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,12,"[0.3389599919319153, 0.31848999857902527, 0.3380100131034851, 0.3573000133037567, 0.44968000054359436, 0.2868500053882599, 0.3862699866294861]","[-0.037379998713731766, -0.4359399974346161, 0.2571600079536438, 0.0745600014925003, -0.28167998790740967, 0.33474001288414, 0.08854000270366669]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08410999923944473, -0.6559399962425232, 0.17635999619960785, -0.04326000064611435, 0.24042999744415283, -0.28176000714302063, 0.48006001114845276]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,12,"[0.33566001057624817, 0.29444000124931335, 0.3634999990463257, 0.3596400022506714, 0.40841999650001526, 0.3228999972343445, 0.39447999000549316]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,13,"[0.3656199872493744, 0.4018799960613251, 0.45921000838279724, 0.331169992685318, 0.45906001329421997, 0.35389000177383423, 0.38001999258995056]","[-0.019850000739097595, -0.36024999618530273, 0.11940000206232071, 0.24789999425411224, -0.44558998942375183, 0.10388000309467316, 0.3545199930667877]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.5066699981689453, -0.25964999198913574, 0.6974700093269348, -0.2941499948501587, -0.268779993057251, -0.07145000249147415, 0.7032399773597717]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,13,"[0.3616200089454651, 0.3732700049877167, 0.46922001242637634, 0.35572999715805054, 0.40174001455307007, 0.3618600070476532, 0.42080000042915344]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,full,14,"[0.3258799910545349, 0.3145599961280823, 0.3584499955177307, 0.3792499899864197, 0.5060499906539917, 0.36673998832702637, 0.5050100088119507]","[-0.0003499999875202775, -0.3766399919986725, 0.5173900127410889, 0.18711000680923462, -0.42322999238967896, 0.20250000059604645, -0.10678000003099442]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,offset,14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.2580699920654297, -0.9272000193595886, 0.6186000108718872, 0.04523000121116638, 0.045889999717473984, -0.19315999746322632, 0.6687099933624268]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A3,scale,14,"[0.3204500079154968, 0.28839001059532166, 0.4145599901676178, 0.3978999853134155, 0.4511600136756897, 0.3862000107765198, 0.48618000745773315]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,0,"[0.31147998571395874, 0.31286001205444336, 0.32666000723838806, 0.2343599945306778, 0.30605998635292053, 0.2334499955177307, 0.2836500108242035]","[-0.17441999912261963, -0.5246000289916992, -0.04529999941587448, 0.385560005903244, -0.04585999995470047, 0.21806000173091888, 0.18655000627040863]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.2779099941253662, -0.666890025138855, 0.3304300010204315, 0.1138399988412857, 0.27243998646736145, -0.19800999760627747, 0.4260999858379364]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,0,"[0.2942900061607361, 0.2787399888038635, 0.3175100088119507, 0.26572999358177185, 0.2975600063800812, 0.24730999767780304, 0.29629001021385193]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,1,"[0.30504000186920166, 0.323419988155365, 0.31299999356269836, 0.25126001238822937, 0.30167001485824585, 0.25216999650001526, 0.2809399962425232]","[-0.10863000154495239, -0.3817000091075897, -0.003659999929368496, 0.24077999591827393, -0.06470999866724014, 0.13097000122070312, 0.18694999814033508]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.10526999831199646, -0.25835999846458435, 0.13259999454021454, -0.07987000048160553, 0.022190000861883163, -0.21525999903678894, 0.29343000054359436]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,1,"[0.295089989900589, 0.29916998744010925, 0.3101600110530853, 0.2707599997520447, 0.29374000430107117, 0.26120999455451965, 0.29565000534057617]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,2,"[0.328220009803772, 0.33469998836517334, 0.30237001180648804, 0.2052599936723709, 0.2960300147533417, 0.24250000715255737, 0.3121800124645233]","[-0.001610000035725534, -0.47562000155448914, 0.06713999807834625, 0.4192799925804138, -0.17945000529289246, 0.16101999580860138, 0.009239999577403069]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30265000462532043, -0.43564000725746155, 0.3893899917602539, -0.2812100052833557, -0.16753999888896942, -0.3823400139808655, 0.5746899843215942]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,2,"[0.32651999592781067, 0.30397000908851624, 0.3034600019454956, 0.2361699938774109, 0.275409996509552, 0.2502000033855438, 0.30643999576568604]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,3,"[0.29300999641418457, 0.30858999490737915, 0.3061800003051758, 0.22474999725818634, 0.3246600031852722, 0.2552799880504608, 0.2718600034713745]","[-0.0066200001165270805, -0.5452700257301331, 0.0805400013923645, 0.3204900026321411, -0.254040002822876, 0.09543000161647797, 0.309469997882843]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.08568000048398972, -0.5234500169754028, 0.17182999849319458, -0.26076000928878784, 0.20253999531269073, -0.15035000443458557, 0.6458699703216553]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,3,"[0.29207998514175415, 0.27616000175476074, 0.3091900050640106, 0.24679000675678253, 0.2964400053024292, 0.258650004863739, 0.29611000418663025]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,4,"[0.2995299994945526, 0.2818300127983093, 0.2928900122642517, 0.2218099981546402, 0.28446000814437866, 0.19701999425888062, 0.2742899954319]","[-0.27869001030921936, -0.36473000049591064, 0.08268000185489655, 0.25734999775886536, -0.20005999505519867, 0.32023000717163086, 0.18321000039577484]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.14343999326229095, -0.5027999877929688, 0.4655799865722656, -0.05768999829888344, -0.2141299992799759, -0.44137999415397644, 0.8938699960708618]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,4,"[0.2747400104999542, 0.25885000824928284, 0.2945399880409241, 0.23723000288009644, 0.26263999938964844, 0.2148600071668625, 0.28508999943733215]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,5,"[0.2581000030040741, 0.27538999915122986, 0.2786400020122528, 0.22583000361919403, 0.3011600077152252, 0.20478999614715576, 0.24571000039577484]","[0.02119000069797039, -0.5211899876594543, 0.0003499999875202775, 0.20176999270915985, -0.22276000678539276, 0.26725998520851135, 0.2533800005912781]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1874299943447113, -0.3579699993133545, 0.2854500114917755, -0.1903499960899353, 0.08567000180482864, -0.4628100097179413, 0.4525800049304962]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,5,"[0.25940001010894775, 0.2474299967288971, 0.27542001008987427, 0.23824000358581543, 0.2763899862766266, 0.22100000083446503, 0.2640700042247772]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,6,"[0.31136998534202576, 0.3207400143146515, 0.2859799861907959, 0.20920999348163605, 0.2867400050163269, 0.21098999679088593, 0.2535899877548218]","[-0.014630000106990337, -0.4395500123500824, 0.04839999973773956, 0.31018999218940735, -0.24814000725746155, 0.23697000741958618, 0.10676000267267227]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4233900010585785, -0.27939000725746155, 0.09839999675750732, -0.1602499932050705, 0.007969999685883522, -0.3017599880695343, 0.21164999902248383]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,6,"[0.30928000807762146, 0.2921600043773651, 0.2870599925518036, 0.23163999617099762, 0.2617200016975403, 0.2265399992465973, 0.2592200040817261]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,7,"[0.3612299859523773, 0.3677699863910675, 0.3487800061702728, 0.24350999295711517, 0.28154000639915466, 0.25922998785972595, 0.2727299928665161]","[-0.24658000469207764, -0.39403000473976135, -0.06863000243902206, 0.34797000885009766, 0.011149999685585499, 0.09384000301361084, 0.25628000497817993]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.013050000183284283, -0.20058999955654144, 0.43498000502586365, -0.08859000355005264, -0.23959000408649445, -0.32287999987602234, 0.40362000465393066]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,7,"[0.3373599946498871, 0.33643999695777893, 0.3378700017929077, 0.27254000306129456, 0.2786499857902527, 0.2628900110721588, 0.29190999269485474]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,8,"[0.2826400101184845, 0.29684001207351685, 0.27278000116348267, 0.1979299932718277, 0.27114999294281006, 0.22404000163078308, 0.25793999433517456]","[-0.13872000575065613, -0.4462299942970276, 0.054749999195337296, 0.27720001339912415, -0.07480999827384949, 0.21703000366687775, 0.11077000200748444]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13242000341415405, -0.2844800055027008, 0.31365999579429626, -0.5819799900054932, 0.030540000647306442, 0.03793000057339668, 0.3519099950790405]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,8,"[0.27110999822616577, 0.2687099874019623, 0.27386999130249023, 0.21334999799728394, 0.25968000292778015, 0.23827999830245972, 0.2631100118160248]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,9,"[0.30976998805999756, 0.31286001205444336, 0.2804099917411804, 0.2120400071144104, 0.2680799961090088, 0.21717000007629395, 0.30006998777389526]","[-0.15711000561714172, -0.4258500039577484, 0.05023999884724617, 0.23048999905586243, -0.012470000423491001, 0.2281699925661087, 0.08652999997138977]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,9,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05849999934434891, -0.25780001282691956, 0.11428999900817871, -0.45392000675201416, 0.16019999980926514, -0.3757700026035309, 0.7544800043106079]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,9,"[0.29499998688697815, 0.2843399941921234, 0.28040000796318054, 0.22493000328540802, 0.2620300054550171, 0.2316800057888031, 0.3032599985599518]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,10,"[0.2720699906349182, 0.2897300124168396, 0.25488999485969543, 0.2390100061893463, 0.28633999824523926, 0.2075899988412857, 0.2012999951839447]","[-0.13437999784946442, -0.4871099889278412, 0.12123999744653702, 0.028839999809861183, -0.16272999346256256, 0.08872999995946884, 0.5454099774360657]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03691000118851662, -0.36473000049591064, 0.04771000146865845, -0.2891800105571747, 0.15716999769210815, -0.8164899945259094, 1.2286100387573242]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,10,"[0.26172998547554016, 0.25979000329971313, 0.2607400119304657, 0.23176999390125275, 0.2636600136756897, 0.20333999395370483, 0.2457900047302246]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,11,"[0.29576998949050903, 0.30243998765945435, 0.2922300100326538, 0.2264699935913086, 0.28992000222206116, 0.2072799950838089, 0.2538299858570099]","[-0.053199999034404755, -0.41032999753952026, 0.04879000037908554, 0.19103999435901642, -0.1806900054216385, 0.22975000739097595, 0.17464999854564667]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,11,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28887999057769775, -0.2843700051307678, 0.35554999113082886, -0.3853600025177002, 0.3881700038909912, -0.5805500149726868, 0.21769000589847565]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,11,"[0.2907800078392029, 0.27792999148368835, 0.29297998547554016, 0.23774999380111694, 0.2712799906730652, 0.22005000710487366, 0.2649399936199188]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,12,"[0.31407999992370605, 0.2719300091266632, 0.26837000250816345, 0.24946999549865723, 0.30647000670433044, 0.2155500054359436, 0.2796599864959717]","[-0.17560000717639923, -0.3928300142288208, 0.17079000174999237, 0.16624000668525696, -0.1374099999666214, 0.29054999351501465, 0.07824999839067459]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08696000277996063, -0.6074100136756897, 0.2286600023508072, -0.04275999963283539, 0.34876999258995056, -0.42976999282836914, 0.41554999351501465]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,12,"[0.29750001430511475, 0.25154998898506165, 0.28095000982284546, 0.26003000140190125, 0.28922998905181885, 0.23436999320983887, 0.2825399935245514]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,13,"[0.3104400038719177, 0.3468399941921234, 0.3381099998950958, 0.23342999815940857, 0.334089994430542, 0.25519999861717224, 0.2690500020980835]","[-0.1617799997329712, -0.46985000371932983, 0.011169999837875366, 0.34828999638557434, -0.3851499855518341, 0.19381000101566315, 0.46351000666618347]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.3844600021839142, -0.319130003452301, 0.4521099925041199, -0.4470199942588806, -0.3031199872493744, 0.017580000683665276, 0.98403000831604]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,13,"[0.29462000727653503, 0.3120099902153015, 0.33219999074935913, 0.25593000650405884, 0.29346001148223877, 0.26629000902175903, 0.3080900013446808]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,full,14,"[0.2898400127887726, 0.26973000168800354, 0.2587699890136719, 0.23634999990463257, 0.31898000836372375, 0.23917999863624573, 0.3488200008869171]","[-0.15268999338150024, -0.4380300045013428, 0.4582099914550781, 0.31358999013900757, -0.23804999887943268, 0.24083000421524048, -0.18386000394821167]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,offset,14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.07354000210762024, -0.7454100251197815, 0.7566400170326233, -0.06634999811649323, -0.011490000411868095, -0.43195998668670654, 0.5721200108528137]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A4,scale,14,"[0.27465999126434326, 0.24345999956130981, 0.2956799864768982, 0.26010000705718994, 0.2948800027370453, 0.25534000992774963, 0.32620999217033386]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
